10566,9
10754,194
10931,194
11126,178
11315,169
11497,169
11668,151
11855,151
12027,191
12212,191
12393,192
12549,192
12752,220
12929,229
13123,229
13300,235
13514,235
13690,244
13869,244
14044,250
14226,260
14423,260
14563,268
14782,268
14956,280
15136,280
15312,293
15491,293
15663,304
15850,0
16033,0
16208,0
16394,0
16553,0
16737,0
16928,0
17107,0
17287,0
17478,0
17666,0
17843,0
18023,0
18199,180
18384,180
18561,178
18697,177
18922,177
19097,175
19286,175
19470,172
19659,172
19829,170
20013,170
20193,170
20371,171
20551,171
20707,171
20927,171
21108,173
21288,173
21465,173
21647,173
21825,176
22007,180
22192,180
22373,181
22554,181
22732,184
22873,184
23098,188
23281,188
23463,191
23644,195
23827,195
24026,0
24218,0
24394,0
24579,0
24762,0
24909,0
25127,0
25305,0
25502,0
25684,0
25869,0
26051,0
26240,0
26420,0
26608,340
26796,340
26972,0
27121,0
27359,288
27569,288
27771,284
27983,289
28189,289
28370,275
28562,275
28739,257
28928,257
29111,211
29248,188
29481,188
29662,180
29847,180
30026,181
30216,181
